Rank,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score
1322,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,"13,256",4.092,0.016920
1322,JOURNAL OF HYPERTENSION,"16,916",4.092,0.025250
1322,JOURNAL OF INHERITED METABOLIC DISEASE,"5,683",4.092,0.009470
1325,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,"40,313",4.091,0.037880
1325,Liquid Crystals Reviews,133,4.091,0.000560
1327,FOOD MICROBIOLOGY,"9,325",4.090,0.012400
1328,Journal of Tissue Engineering and Regenerative Medicine,"3,963",4.089,0.006640
1329,MAGNETIC RESONANCE IN MEDICINE,"31,440",4.082,0.034130
1330,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,"10,457",4.081,0.013550
1330,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,"10,457",4.081,0.013550
1332,DEVELOPMENTAL SCIENCE,"6,769",4.078,0.012110
1332,GERONTOLOGIST,"8,922",4.078,0.009260
1332,International Journal of Greenhouse Gas Control,"10,333",4.078,0.017730
1335,GENETICS,"42,809",4.075,0.053700
1335,IEEE JOURNAL OF SOLID-STATE CIRCUITS,"18,935",4.075,0.025230
1337,COMMON MARKET LAW REVIEW,"1,295",4.073,0.001670
1338,CONTEMPORARY PHYSICS,"1,610",4.070,0.002270
1339,AMERICAN JOURNAL OF PATHOLOGY,"39,201",4.069,0.034310
1339,Metallomics,"4,240",4.069,0.009600
1341,Current Neuropharmacology,"2,851",4.068,0.004520
1342,Journal of Genetics and Genomics,"1,811",4.066,0.004100
1343,PLANT AND CELL PHYSIOLOGY,"14,544",4.059,0.018960
1344,International Journal of Biological Sciences,"4,432",4.057,0.009970
1344,NUCLEAR FUSION,"13,377",4.057,0.016640
1346,JOURNAL OF ARCHAEOLOGICAL RESEARCH,678,4.056,0.000890
1347,JOURNAL OF CLINICAL MICROBIOLOGY,"53,067",4.054,0.059340
1348,Journal of Ginseng Research,"1,364",4.053,0.002470
1349,Geoscience Frontiers,"1,580",4.051,0.006220
1349,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,"8,926",4.051,0.018090
1349,ORGANOMETALLICS,"40,867",4.051,0.045620
1352,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,"1,262",4.048,0.002420
1353,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,"7,652",4.047,0.011970
1354,JOURNAL OF CLINICAL PERIODONTOLOGY,"13,300",4.046,0.011660
1355,CANCER GENE THERAPY,"2,928",4.044,0.003610
1356,Obesity,"17,578",4.042,0.037840
1357,AIDS PATIENT CARE AND STDS,"3,622",4.041,0.006760
1357,AIDS PATIENT CARE AND STDS,"3,622",4.041,0.006760
1359,Environmental Sciences Europe,551,4.040,0.001450
1360,AGRICULTURAL AND FOREST METEOROLOGY,"15,550",4.039,0.019970
1360,DENTAL MATERIALS,"12,466",4.039,0.012560
1360,ENERGY POLICY,"41,513",4.039,0.046680
1360,ENERGY POLICY,"41,513",4.039,0.046680
1360,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,"17,784",4.039,0.013030
1365,ALLERGOLOGY INTERNATIONAL,"1,696",4.036,0.003460
1366,INTERNATIONAL JOURNAL OF CARDIOLOGY,"27,788",4.034,0.077900
1367,Current Opinion in Chemical Engineering,"1,381",4.033,0.004340
1368,AUTOMATION IN CONSTRUCTION,"6,520",4.032,0.008020
1369,ECOSYSTEMS,"8,825",4.030,0.011160
1370,EUROPEAN RADIOLOGY,"18,615",4.027,0.034120
1370,SEMINARS IN RADIATION ONCOLOGY,"2,480",4.027,0.003620
1372,CHROMOSOMA,"3,527",4.021,0.005850
1372,Cancer Prevention Research,"5,348",4.021,0.011930
1372,Journal of the Academy of Nutrition and Dietetics,"3,687",4.021,0.014370
1375,Frontiers in Microbiology,"25,111",4.019,0.084950
1375,Immunity & Ageing,749,4.019,0.001580
1377,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,"18,777",4.018,0.022800
1378,AGE AND AGEING,"10,751",4.013,0.014720
1378,RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,"10,237",4.013,0.019810
1380,JOURNAL OF ENDOCRINOLOGY,"11,319",4.012,0.012120
1381,CURRENT OPINION IN NEUROLOGY,"5,344",4.010,0.010200
1381,JOURNAL OF BIOLOGICAL CHEMISTRY,"366,247",4.010,0.320840
1381,Nonlinear Analysis-Hybrid Systems,"1,232",4.010,0.002890
1384,GOVERNMENT INFORMATION QUARTERLY,"2,837",4.009,0.003020
1385,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"27,354",4.005,0.035860
1385,JOURNAL OF GENERAL INTERNAL MEDICINE,"17,822",4.005,0.028500
1387,International Journal of Applied Earth Observation and Geoinformation,"5,507",4.003,0.012510
1388,Educational Researcher,"6,755",4.000,0.006400
1388,Geochemical Perspectives,131,4.000,0.000800
1388,JOURNAL OF PSYCHIATRIC RESEARCH,"14,397",4.000,0.022480
1388,JOURNAL OF PSYCHIATRIC RESEARCH,"14,397",4.000,0.022480
1388,Journal of Computer-Mediated Communication,"4,181",4.000,0.005120
1393,American Journal of Cancer Research,"3,246",3.998,0.008250
1393,METHODS,"19,646",3.998,0.024790
1395,COLLOIDS AND SURFACES B-BIOINTERFACES,"25,844",3.997,0.034800
1396,CYTOTHERAPY,"5,589",3.993,0.009020
1396,JOURNAL OF WORLD BUSINESS,"4,297",3.993,0.003950
1396,ORE GEOLOGY REVIEWS,"7,007",3.993,0.010510
1399,JOURNAL OF HUMAN EVOLUTION,"9,100",3.992,0.011180
1399,JOURNAL OF HUMAN EVOLUTION,"9,100",3.992,0.011180
1401,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,"5,072",3.991,0.010370
1401,RUSSIAN CHEMICAL REVIEWS,"4,119",3.991,0.003010
1403,PHARMACOECONOMICS,"4,255",3.989,0.007290
1403,PHARMACOECONOMICS,"4,255",3.989,0.007290
1403,Stem Cells International,"3,818",3.989,0.010590
1406,Advances in Parasitology,"2,048",3.986,0.002650
1407,ECOLOGICAL INDICATORS,"13,782",3.983,0.028620
1408,GLOBAL AND PLANETARY CHANGE,"8,674",3.982,0.015350
1409,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,"6,259",3.981,0.014550
1410,Pediatric Obesity,"1,632",3.980,0.007020
1411,Cold Spring Harbor Perspectives in Medicine,"4,979",3.979,0.022460
1412,Database-The Journal of Biological Databases and Curation,"2,658",3.978,0.011080
1412,MOLECULAR PHARMACOLOGY,"18,308",3.978,0.016000
1412,Therapeutic Advances in Endocrinology and Metabolism,421,3.978,0.001200
1415,FOOD AND CHEMICAL TOXICOLOGY,"24,602",3.977,0.024460
1415,IEEE TRANSACTIONS ON MULTIMEDIA,"6,203",3.977,0.017100
1417,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"16,338",3.974,0.020930
1417,EXPERT OPINION ON BIOLOGICAL THERAPY,"4,426",3.974,0.008370
1419,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"13,779",3.973,0.018340
1419,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"13,779",3.973,0.018340
1421,CRYSTAL GROWTH & DESIGN,"28,165",3.972,0.040340
1421,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,"5,647",3.972,0.008260
1423,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,"8,848",3.971,0.024150
1424,Journal of Advances in Modeling Earth Systems,"2,238",3.970,0.010650
1425,Future Medicinal Chemistry,"3,456",3.969,0.008860
1425,Structural Dynamics,540,3.969,0.002570
1427,Cambridge Journal of Regions Economy and Society,"1,188",3.968,0.002350
1427,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,"7,390",3.968,0.016440
1429,APOPTOSIS,"6,281",3.967,0.007390
1429,Fungal Biology Reviews,798,3.967,0.001370
1429,LEARNING AND INSTRUCTION,"4,879",3.967,0.007290
1432,HIPPOCAMPUS,"8,831",3.966,0.015070
1433,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,"8,486",3.965,0.010280
1434,PATTERN RECOGNITION,"22,195",3.962,0.027540
1435,ENDOCRINOLOGY,"43,605",3.961,0.040710
1436,Cancer Cell International,"2,393",3.960,0.004960
1436,TRANSPLANTATION,"24,731",3.960,0.030960
1438,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,"4,097",3.958,0.005110
1438,SCHIZOPHRENIA RESEARCH,"19,650",3.958,0.032460
1438,SCHIZOPHRENIA RESEARCH,"19,650",3.958,0.032460
1441,FUEL PROCESSING TECHNOLOGY,"17,840",3.956,0.022520
1442,PLoS Computational Biology,"23,758",3.955,0.082790
1443,Archives of Disease in Childhood-Fetal and Neonatal Edition,"3,893",3.953,0.009610
1444,BIOTECHNOLOGY AND BIOENGINEERING,"24,560",3.952,0.020170
1445,JOURNAL OF PROTEOME RESEARCH,"21,459",3.950,0.041220
1446,Virulence,"2,944",3.947,0.008450
1447,Wiley Interdisciplinary Reviews-Water,547,3.943,0.002210
1448,JOURNAL OF CARDIAC FAILURE,"5,177",3.942,0.010430
1449,Genome Biology and Evolution,"5,746",3.940,0.024690
1450,PLASMA SOURCES SCIENCE & TECHNOLOGY,"7,391",3.939,0.010610
1451,IEEE-ASME TRANSACTIONS ON MECHATRONICS,"8,132",3.936,0.016430
1452,IEEE Circuits and Systems Magazine,855,3.933,0.001060
1452,Reviews in Computational Chemistry,506,3.933,0.000300
1454,BMC PLANT BIOLOGY,"10,552",3.930,0.023150
1454,HUMAN GENETICS,"8,757",3.930,0.015570
1454,THEORETICAL AND APPLIED GENETICS,"19,565",3.930,0.015880
1457,American Economic Journal-Economic Policy,"1,637",3.929,0.018230
1457,BIOORGANIC CHEMISTRY,"2,123",3.929,0.003030
1457,GEOSTANDARDS AND GEOANALYTICAL RESEARCH,"1,807",3.929,0.002920
1457,JOURNAL OF SCIENCE AND MEDICINE IN SPORT,"5,609",3.929,0.010400
1461,SEPARATION AND PURIFICATION TECHNOLOGY,"24,362",3.927,0.029030
1462,SEMINARS IN HEMATOLOGY,"2,305",3.926,0.003780
1463,Forensic Toxicology,714,3.924,0.001930
1464,JOURNAL OF CELLULAR PHYSIOLOGY,"18,225",3.923,0.019990
1465,Journal of Neural Engineering,"5,551",3.920,0.009750
1466,Microbial Biotechnology,"2,741",3.913,0.005610
1467,Journal of Experimental Criminology,993,3.912,0.002160
1468,ENERGY ECONOMICS,"13,099",3.910,0.021250
1469,IEEE TRANSACTIONS ON BROADCASTING,"2,271",3.909,0.003150
1469,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,"20,621",3.909,0.030000
1471,APPLIED SOFT COMPUTING,"14,474",3.907,0.027190
1471,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,"4,543",3.907,0.006020
1471,PRECAMBRIAN RESEARCH,"16,336",3.907,0.020060
1474,AUTISM,"3,348",3.906,0.007030
1474,JOURNAL OF BIOLOGICAL RHYTHMS,"3,031",3.906,0.003440
1474,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,"95,773",3.906,0.206290
1477,DIABETES-METABOLISM RESEARCH AND REVIEWS,"4,659",3.904,0.009200
1478,Frontiers in Molecular Neuroscience,"2,881",3.902,0.009790
1479,EPMA Journal,647,3.900,0.000900
1479,International Journal of Clinical and Health Psychology,917,3.900,0.001360
1479,International Small Business Journal-Researching Entrepreneurship,"2,530",3.900,0.002170
1479,Surgery for Obesity and Related Diseases,"5,351",3.900,0.011660
1483,SYSTEMATIC AND APPLIED MICROBIOLOGY,"5,083",3.899,0.005450
1484,INTERNATIONAL JOURNAL OF EATING DISORDERS,"8,732",3.897,0.010160
1484,INTERNATIONAL JOURNAL OF EATING DISORDERS,"8,732",3.897,0.010160
1486,CELLULAR AND MOLECULAR NEUROBIOLOGY,"4,181",3.895,0.005930
1486,ECOLOGICAL ECONOMICS,"21,723",3.895,0.018370
1486,ECOLOGICAL ECONOMICS,"21,723",3.895,0.018370
1486,OBESITY SURGERY,"12,135",3.895,0.018350
1490,AMERICAN JOURNAL OF SCIENCE,"8,001",3.893,0.004160
1490,Journal of Cheminformatics,"2,117",3.893,0.005520
1492,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,"53,860",3.891,0.053750
1493,COLUMBIA LAW REVIEW,"3,705",3.890,0.005500
1493,Deutsches Arzteblatt International,"3,673",3.890,0.006940
1493,INFORMATION & MANAGEMENT,"6,406",3.890,0.003990
1493,INFORMATION & MANAGEMENT,"6,406",3.890,0.003990
1497,FUNCTIONAL & INTEGRATIVE GENOMICS,"1,857",3.889,0.002680
1498,BASIN RESEARCH,"2,762",3.886,0.003510
1498,Journal of Energy Chemistry,"1,871",3.886,0.003930
1500,JOURNAL OF NATURAL PRODUCTS,"24,905",3.885,0.023020
1501,AQUATIC TOXICOLOGY,"15,035",3.884,0.015340
1502,EXPERT OPINION ON INVESTIGATIONAL DRUGS,"4,786",3.883,0.007430
1503,CEPHALALGIA,"8,721",3.882,0.013940
1504,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,"8,352",3.877,0.012910
1504,Frontiers in Neuroscience,"9,487",3.877,0.034530
1504,Targeted Oncology,"1,008",3.877,0.002560
1507,PHYTOCHEMISTRY REVIEWS,"2,271",3.875,0.002800
1508,HEREDITY,"9,830",3.872,0.012070
1509,NeuroImage-Clinical,"4,242",3.869,0.019050
1510,CANCER CYTOPATHOLOGY,"2,544",3.866,0.004380
1511,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,790",3.865,0.001620
1511,Journal of NeuroEngineering and Rehabilitation,"4,325",3.865,0.009120
1513,ANALYST,"28,767",3.864,0.047410
1513,Current Psychiatry Reports,"3,447",3.864,0.009390
1513,Current Psychiatry Reports,"3,447",3.864,0.009390
1513,JOURNAL OF INTERACTIVE MARKETING,"3,174",3.864,0.002890
1517,INTERNATIONAL JOURNAL OF PHARMACEUTICS,"45,367",3.862,0.038770
1518,Clinical Colorectal Cancer,"1,264",3.861,0.002620
1519,International Journal of Stroke,"3,825",3.859,0.014880
1520,Journal of Cystic Fibrosis,"3,775",3.858,0.008550
1521,ANNALS OF SURGICAL ONCOLOGY,"26,592",3.857,0.053440
1521,BIOCHEMICAL JOURNAL,"47,538",3.857,0.037930
1521,LITHOS,"19,000",3.857,0.033630
1524,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,"6,172",3.856,0.014390
1524,OSTEOPOROSIS INTERNATIONAL,"16,379",3.856,0.025490
1526,Sustainability Science,"1,687",3.855,0.002820
1527,JOURNAL OF MARKETING RESEARCH,"18,792",3.854,0.013300
1528,CURRENT OPINION IN LIPIDOLOGY,"3,849",3.853,0.006100
1529,NEUROINFORMATICS,"1,104",3.852,0.002820
1530,MOLECULAR CARCINOGENESIS,"5,244",3.851,0.007630
1531,IEEE Journal of Biomedical and Health Informatics,"2,922",3.850,0.008100
1532,INDUSTRIAL CROPS AND PRODUCTS,"19,421",3.849,0.032810
1532,Journal of the Taiwan Institute of Chemical Engineers,"6,938",3.849,0.012510
1534,JOURNAL OF NUCLEAR CARDIOLOGY,"3,508",3.847,0.004120
1535,NEUROGASTROENTEROLOGY AND MOTILITY,"7,401",3.842,0.014960
1536,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,"13,609",3.838,0.018680
1536,Internet Research,"2,062",3.838,0.001540
1536,Internet Research,"2,062",3.838,0.001540
1539,Journal of Innate Immunity,"1,922",3.837,0.005060
1540,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,"2,009",3.833,0.003620
1540,LANDSCAPE ECOLOGY,"8,200",3.833,0.011610
1540,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,"4,307",3.833,0.003400
1540,Topics in Organometallic Chemistry,"1,642",3.833,0.003660
1544,CLIMATE POLICY,"1,755",3.832,0.003560
1545,Frontiers in Pharmacology,"6,812",3.831,0.021190
1545,Microbial Cell Factories,"6,026",3.831,0.013090
1547,Skeletal Muscle,880,3.828,0.003050
1548,ENVIRONMENTAL SCIENCE & POLICY,"6,731",3.826,0.013060
1548,JOURNAL OF IMMUNOTHERAPY,"3,093",3.826,0.004590
1550,BIODRUGS,"1,435",3.825,0.002460
1551,Family Business Review,"3,017",3.824,0.001350
1551,SOIL & TILLAGE RESEARCH,"10,550",3.824,0.009500
1553,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,"1,917",3.822,0.004190
1553,Chinese Journal of Cancer,"2,161",3.822,0.003960
1555,EVOLUTION,"32,227",3.818,0.032230
1555,Electronic Markets,737,3.818,0.000600
1555,Swarm and Evolutionary Computation,"1,517",3.818,0.002740
1558,ATMOSPHERIC RESEARCH,"9,182",3.817,0.017130
1559,MOLECULAR MICROBIOLOGY,"35,698",3.816,0.036170
1560,Energy Research & Social Science,"1,992",3.815,0.005230
1560,JOURNAL OF PEASANT STUDIES,"3,021",3.815,0.006700
1562,ARTIFICIAL INTELLIGENCE REVIEW,"1,896",3.814,0.002540
1563,MOLECULAR AND CELLULAR BIOLOGY,"58,133",3.813,0.047200
1563,PHYSICAL REVIEW B,"361,576",3.813,0.401330
1563,PROGRESS IN PLANNING,784,3.813,0.000670
1566,PHARMACOGENOMICS JOURNAL,"2,600",3.812,0.004890
1567,Landslides,"3,182",3.811,0.005400
1568,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,"5,772",3.810,0.006950
1568,Experimental Neurobiology,704,3.810,0.002320
1568,PSYCHOSOMATIC MEDICINE,"12,288",3.810,0.010150
1568,PSYCHOSOMATIC MEDICINE,"12,288",3.810,0.010150
1572,Allergy Asthma & Immunology Research,"1,385",3.809,0.003430
1572,CELLULOSE,"10,433",3.809,0.014080
1574,BIOLOGY AND FERTILITY OF SOILS,"8,076",3.808,0.006580
1575,Endocrine Practice,"4,219",3.805,0.009860
1576,AAPS Journal,"5,333",3.804,0.009100
1576,Journal of Chemical Information and Modeling,"14,365",3.804,0.020420
1578,Management Accounting Research,"2,261",3.800,0.001060
1579,Clinical Epidemiology,"2,200",3.799,0.009690
1580,STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,"2,292",3.798,0.003140
1581,CRIMINOLOGY,"6,399",3.796,0.005550
1582,IMMUNOLOGY AND CELL BIOLOGY,"5,385",3.795,0.009610
1583,ACS Medicinal Chemistry Letters,"4,851",3.794,0.014900
1583,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,"22,555",3.794,0.021990
1585,JOURNAL OF HYDROMETEOROLOGY,"8,437",3.790,0.015820
1586,BIOELECTROCHEMISTRY,"4,076",3.789,0.004420
1586,LANGMUIR,"118,255",3.789,0.119520
1586,TELEMATICS AND INFORMATICS,"1,574",3.789,0.002510
1589,JOURNAL OF AFFECTIVE DISORDERS,"26,957",3.786,0.053380
1589,JOURNAL OF AFFECTIVE DISORDERS,"26,957",3.786,0.053380
1589,Journal of Neuropsychology,582,3.786,0.001340
1589,Journal of Neuropsychology,582,3.786,0.001340
1593,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,"11,713",3.785,0.016750
1594,Briefings in Functional Genomics,"1,557",3.783,0.004130
1594,JOURNAL OF NEUROLOGY,"14,359",3.783,0.025160
1596,CURRENT OPINION IN INFECTIOUS DISEASES,"3,582",3.782,0.008230
1597,Emotion Review,"1,942",3.780,0.005300
1597,PALLIATIVE MEDICINE,"4,636",3.780,0.008580
1599,ANNALS OF THORACIC SURGERY,"34,006",3.779,0.043550
1599,CHILD DEVELOPMENT,"29,042",3.779,0.023270
1599,JOURNAL OF ALLOYS AND COMPOUNDS,"84,802",3.779,0.105780
1602,CLIMATE DYNAMICS,"17,023",3.774,0.046980
1602,International Journal of Precision Engineering and Manufacturing-Green Technology,561,3.774,0.001350
1602,MOLECULAR GENETICS AND METABOLISM,"7,103",3.774,0.012380
1605,APPLIED THERMAL ENGINEERING,"35,677",3.771,0.047570
1605,Annals of Intensive Care,"1,668",3.771,0.005680
1607,JOURNAL OF DENTISTRY,"8,247",3.770,0.012020
1608,Earth System Dynamics,903,3.769,0.004850
1609,Autism Research,"2,439",3.768,0.006980
1609,Autism Research,"2,439",3.768,0.006980
1609,EXPERT SYSTEMS WITH APPLICATIONS,"33,177",3.768,0.044390
1609,Journal of Biophotonics,"2,723",3.768,0.006190
1613,DYES AND PIGMENTS,"14,560",3.767,0.015000
1613,FRESHWATER BIOLOGY,"15,165",3.767,0.013960
1613,IEEE TRANSACTIONS ON ENERGY CONVERSION,"10,798",3.767,0.012430
1616,Journal of Occupational Health Psychology,"3,320",3.766,0.004650
1617,AMERICAN JOURNAL OF SOCIOLOGY,"18,425",3.764,0.008130
1617,SURVEY OF OPHTHALMOLOGY,"5,468",3.764,0.004670
1619,SURVEYS IN GEOPHYSICS,"2,250",3.761,0.005280
1619,Viruses-Basel,"6,145",3.761,0.021190
1621,JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,"2,994",3.755,0.004390
1622,LIVER TRANSPLANTATION,"9,930",3.752,0.013900
1623,RESPIRATORY RESEARCH,"6,418",3.751,0.011210
1624,ECONOMETRICA,"32,128",3.750,0.051930
1624,ECONOMETRICA,"32,128",3.750,0.051930
1624,European Review of Social Psychology,809,3.750,0.001440
1627,COMPUTER PHYSICS COMMUNICATIONS,"18,470",3.748,0.033710
1628,Pharmaceutics,992,3.746,0.001930
1629,Algal Research-Biomass Biofuels and Bioproducts,"3,273",3.745,0.008100
1630,DIABETES & METABOLISM,"3,343",3.744,0.004630
1631,GENETICS SELECTION EVOLUTION,"2,701",3.743,0.004870
1632,EUROPEAN POLYMER JOURNAL,"18,372",3.741,0.018720
1633,GEODERMA,"18,686",3.740,0.020270
1634,MECHANISMS OF AGEING AND DEVELOPMENT,"5,523",3.739,0.004380
1634,RIVISTA DEL NUOVO CIMENTO,581,3.739,0.000840
1636,Fungal Ecology,"1,937",3.736,0.005260
1637,Current Opinion in Food Science,675,3.734,0.001820
1637,NUTRITION,"10,167",3.734,0.013010
1637,SEISMOLOGICAL RESEARCH LETTERS,"3,856",3.734,0.011130
1640,New Biotechnology,"2,343",3.733,0.004740
1641,BMC GENOMICS,"37,516",3.730,0.099740
1641,PALAEONTOLOGY,"4,020",3.730,0.005050
1643,JOURNAL OF COMMUNICATION,"6,946",3.729,0.009670
1644,JOURNAL OF HYDROLOGY,"46,099",3.727,0.055490
1645,Current Osteoporosis Reports,"1,348",3.726,0.003650
1646,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,"2,557",3.724,0.003790
1647,EARTH SURFACE PROCESSES AND LANDFORMS,"10,978",3.722,0.013060
1647,Journal of Proteomics,"9,432",3.722,0.025360
1649,Physica Status Solidi-Rapid Research Letters,"3,073",3.721,0.008160
1650,Brain Imaging and Behavior,"1,928",3.719,0.006790
1651,CELL CALCIUM,"4,807",3.718,0.006830
1652,JOURNAL OF CHROMATOGRAPHY A,"61,361",3.716,0.050920
1653,GEOTEXTILES AND GEOMEMBRANES,"3,212",3.715,0.003130
1654,Journal of Cancer Survivorship,"2,225",3.713,0.007530
1654,Journal of Cancer Survivorship,"2,225",3.713,0.007530
1654,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,"2,191",3.713,0.004710
1657,PLANT SCIENCE,"12,750",3.712,0.014460
1658,Diabetes & Metabolism Journal,"1,222",3.710,0.003720
1659,OIKOS,"21,636",3.709,0.017710
1659,Soft Matter,"35,376",3.709,0.084260
1659,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,"1,009",3.709,0.002930
1662,ATMOSPHERIC ENVIRONMENT,"51,951",3.708,0.054290
1663,JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,"30,150",3.706,0.019630
1663,Metacognition and Learning,801,3.706,0.001430
1665,BIOGERONTOLOGY,"2,135",3.702,0.003510
1665,Cancer Management and Research,739,3.702,0.001970
1667,JOURNAL OF MANUFACTURING SYSTEMS,"2,307",3.699,0.003700
1668,NEUROEPIDEMIOLOGY,"3,261",3.697,0.005640
1669,Journal of Trauma and Acute Care Surgery,"7,701",3.695,0.030340
1670,IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,"1,569",3.694,0.002730
1671,Chemistry-An Asian Journal,"10,936",3.692,0.021640
1671,Expert Review of Neurotherapeutics,"3,888",3.692,0.006910
1673,MULTIVARIATE BEHAVIORAL RESEARCH,"5,881",3.691,0.006420
1673,MULTIVARIATE BEHAVIORAL RESEARCH,"5,881",3.691,0.006420
1675,Molecular Therapy-Oncolytics,254,3.690,0.000830
1676,Chinese Journal of Cancer Research,"1,128",3.689,0.002420
1677,EJSO,"7,996",3.688,0.014750
1678,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,"37,071",3.687,0.092530
1679,Molecular Therapy-Methods & Clinical Development,665,3.681,0.002820
1680,JOURNAL OF GENERAL PHYSIOLOGY,"7,802",3.680,0.009350
1680,ORGANIC ELECTRONICS,"11,814",3.680,0.021440
1682,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,"13,602",3.679,0.025440
1683,Frontiers in Plant Science,"21,296",3.678,0.071420
1683,INDUSTRIAL MARKETING MANAGEMENT,"8,498",3.678,0.005610
1683,MOLECULAR ENDOCRINOLOGY,"12,103",3.678,0.011990
1686,JOURNAL OF DERMATOLOGICAL SCIENCE,"4,421",3.675,0.007260
1687,Dialogues in Clinical Neuroscience,"2,851",3.671,0.004850
1688,Journal of Attention Disorders,"3,100",3.668,0.006190
1688,Journal of Attention Disorders,"3,100",3.668,0.006190
1690,ACTA ASTRONOMICA,"1,255",3.667,0.001940
1690,EUROPEAN CELLS & MATERIALS,"3,115",3.667,0.004290
1690,FOOD CONTROL,"17,079",3.667,0.028080
1690,IEEE Transactions on Automation Science and Engineering,"3,717",3.667,0.008820
1690,INTEGRATED COMPUTER-AIDED ENGINEERING,587,3.667,0.000880
1690,JOURNAL OF INTELLIGENT MANUFACTURING,"3,457",3.667,0.004640
1690,JOURNAL OF PEDIATRICS,"31,289",3.667,0.047810
1690,Journal of Destination Marketing & Management,551,3.667,0.000730
1690,Journal of Purchasing and Supply Management,"1,476",3.667,0.001310
1699,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,"8,583",3.666,0.009890
1700,GLYCOBIOLOGY,"7,259",3.664,0.009080
1700,Journal of Neuroimmune Pharmacology,"2,439",3.664,0.005570
1702,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"70,901",3.662,0.055880
1703,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,"9,834",3.658,0.011600
1704,BRITISH JOURNAL OF NUTRITION,"26,011",3.657,0.035400
1704,Journal of Systematics and Evolution,"1,138",3.657,0.002760
1706,INTERNATIONAL JOURNAL OF NURSING STUDIES,"7,971",3.656,0.012690
1706,INTERNATIONAL JOURNAL OF NURSING STUDIES,"7,971",3.656,0.012690
1708,AMERICAN JOURNAL OF NEURORADIOLOGY,"22,667",3.653,0.029840
1708,Biochemia Medica,"1,307",3.653,0.003990
1708,CURRENT OPINION IN ONCOLOGY,"2,962",3.653,0.005630
1708,JOURNAL OF ECONOMIC LITERATURE,"8,586",3.653,0.015120
1712,FOOD QUALITY AND PREFERENCE,"7,603",3.652,0.008670
1712,JOURNAL OF LIGHTWAVE TECHNOLOGY,"22,458",3.652,0.030060
1714,Environmental Science-Water Research & Technology,687,3.649,0.002010
1714,MICROPOROUS AND MESOPOROUS MATERIALS,"22,438",3.649,0.025890
